ID,Value
238493,363.8
242690,48.3
239250,1645.0
181318,7340.0
227698,332.55
224257,291.65
225203,423.0
237581,453.25
242658,156.7
210368,436.0
203415,901.0
225738,1029.75
242158,325.7
223335,1157.0
236198,785.0
231943,20395.0
241947,1325.0
219657,170.6
241402,126.4
189905,430.5
227678,1600.0
183141,5908.0
241210,348.95
197786,3277.0
216520,3264.0
203649,251.0
49939,54.1
204493,2684.0
229266,1105.75
190589,2257.0
246162,48.2
230498,11345.0
246008,115.1
239134,285.05
214536,639.0
191548,170.8
183829,246.2
184089,7760.0
217217,1648.0
235410,4826.0
244670,265.0
243489,71.0
238642,1076.0
240042,179.0
242757,287.65
221369,344.6
243096,75.3
244564,505.0
239875,5163.0
198082,778.25
211703,4561.0
237435,64.1
209335,908.5
45548,238.7
226025,216.9
173909,14540.0
221482,733.25
225757,240.5
225507,2023.0
211061,4374.0
240603,128.7
234762,2060.0
233924,1296.0
224018,440.5
223724,4982.0
232371,191.6
138719,211.5
244452,278.15
245528,704.75
189707,2327.0
212039,694.0
199304,11075.0
228584,345.55
201938,8730.0
233478,10120.0
193030,631.0
190195,818.75
204044,920.5
190060,722.75
201534,367.15
235996,1118.25
193278,2667.0
238938,1134.25
244221,213.5
223143,664.25
209888,719.25
180740,193.2
199039,355.25
225071,746.75
224215,169.1
183512,7655.0
188654,3477.0
139476,544.75
202331,3754.0
163621,445.0
209782,6740.0
233051,494.75
198519,341.25
190931,4416.0
218548,701.25
188567,53180.0
227838,1170.25
189730,893.25
164041,1348.0
223339,797.75
243450,466.0
205481,1075.25
245899,113.9
230243,665.0
201457,215.2
245033,181.2
206553,5791.0
237543,414.0
228369,113.1
234894,177.6
231863,800.25
239682,443.25
175897,2571.0
187702,8425.0
172113,3789.0
192492,8275.0
235582,771.25
245368,592.0
210411,21300.0
200841,1134.75
223134,1185.0
244946,607.0
243271,494.5
199914,25565.0
191130,744.5
216453,326.95
194018,1072.5
230869,4357.0
246419,633.25
198033,1363.0
234464,878.75
169568,977.25
200653,3460.0
243170,945.25
171970,599.5
233367,190.3
202350,5422.0
187154,387.75
201958,707.0
230068,473.25
228386,5254.0
240166,2317.0
238390,97.9
213354,1145.75
237407,1255.0
203780,2110.0
235735,1204.5
209301,4589.0
215651,4904.0
243155,760.75
230818,368.0
239441,4091.0
243300,663.5
232318,1505.75
246423,194.5
242302,115.3
228223,104.0
200138,2501.0
244835,404.65
204396,155.3
193173,761.75
179746,7760.0
237155,910.0
240606,107.2
214207,4442.0
194017,3306.0
216701,1134.75
203606,1064.25
205943,8000.0
242407,136.9
204153,975.75
210304,660.75
244447,1041.5
246164,415.25
244255,364.25
183220,2809.0
232776,164.2
235370,623.25
203362,19725.0
244916,146.8
223987,136.6
184312,5082.0
208684,219.6
230283,2549.0
245436,290.95
216237,734.25
211241,10005.0
198150,6430.0
222190,123.3
223578,7765.0
200746,1222.0
214371,686.75
191910,840.25
241659,617.0
241487,153.3
146974,308.55
222109,1559.0
234839,672.5
227890,3500.0
234505,1137.0
238456,334.45
245717,454.25
208096,2154.0
235149,815.0
224930,653.5
214096,3580.0
216860,1130.0
235710,55.5
212911,7515.0
183513,868.0
225359,5862.0
192310,2103.0
193910,2893.0
244702,368.05
245127,174.0
203417,282.6
222172,636.75
170369,5783.0
229773,11870.0
212692,20165.0
205347,6665.0
213938,2863.0
237365,117.0
140201,330.25
172823,748.25
234321,139.1
239768,760.0
219451,2069.0
243707,433.2
216255,1374.0
193172,2571.0
202151,6520.0
238303,90.0
215517,287.1
245523,215.6
192621,1556.0
244279,137.7
193786,5302.0
242835,451.5
246045,1039.75
231887,12450.0
245599,152.9
210697,3512.0
231944,486.75
157305,378.75
232479,735.5
235704,204.2
183546,6440.0
238165,213.6
199103,2303.0
205603,1171.0
183488,792.0
214000,2311.0
118359,296.1
243573,294.15
217168,2439.0
204061,2028.0
229534,353.7
245271,342.4
194430,18.3
237659,146.7
175092,158.7
244532,160.5
241310,125.4
230169,725.5
211204,2414.0
181343,467.0
201467,308.15
224624,927.0
242670,445.0
226196,127.4
214038,1207.5
238985,51.4
224592,601.5
242270,929.75
202088,8090.0
231538,485.25
208384,1087.5
242348,15660.0
198288,706.75
49756,1457.0
18122,249.7
244743,200.7
217153,1249.0
200989,403.75
207952,941.25
234380,534.0
245037,630.5
245090,85.5
235029,5208.0
216699,845.5
198648,11370.0
207509,291.85
243760,343.95
243996,465.25
228897,768.75
229914,163.6
243929,101.6
233476,1889.0
215212,1729.0
226656,545.25
231677,26370.0
189607,1454.0
208156,372.3
200298,1375.0
241158,287.0
208451,7040.0
222342,653.25
169907,352.55
232876,448.75
80,4479.0
177522,1388.0
188657,1684.0
223982,339.9
213376,824.75
228799,153.3
199244,2500.0
244579,299.15
237477,976.0
224163,587.5
198733,735.0
206113,31700.0
233932,120.0
194089,2257.0
238354,728.0
219872,116.5
202325,10840.0
202769,531.0
110606,68.7
242773,80.9
210555,2855.0
237919,75.6
201860,6005.0
178566,1016.0
171402,640.75
190430,2848.0
173040,858.75
173165,587.0
162315,403.35
223557,387.7
241586,1313.0
207872,2069.0
157707,1368.75
244517,4643.0
240047,314.65
221434,3839.0
184133,5813.0
220414,7730.0
210489,7835.0
207744,984.75
233168,661.5
214418,1641.0
210119,142.0
210925,283.1
233170,459.5
201991,2561.0
231120,232.4
214658,378.75
241433,143.0
241276,62.3
224812,1168.25
234196,670.5
205644,938.5
229285,645.25
226679,839.25
232444,382.3
219647,1259.75
208869,710.0
214291,945.5
238076,88.8
232396,129.2
211635,1677.0
223957,858.25
207968,290.95
246092,72.4
230503,5792.0
201013,9055.0
197853,16660.0
230324,3994.0
212040,743.25
246170,135.1
241967,695.5
188795,150.5
195096,6690.0
196889,16075.0
244948,680.75
227629,59.8
227398,762.25
189208,799.5
189342,2227.0
239461,420.25
241296,168.7
245501,155.7
244307,443.75
240472,310.65
223696,858.0
226877,5186.0
235002,4720.0
188164,905.0
245415,89.8
208114,2675.0
166736,276.75
229221,5805.0
215528,620.5
242739,708.75
232195,536.5
202803,706.25
161943,275.15
211108,9745.0
230971,79.6
237779,446.0
224442,2723.0
138798,285.95
236177,1102.5
226370,7380.0
237045,48.2
222693,1370.0
206402,409.0
207471,24340.0
221885,1240.0
184781,1365.25
243677,204.3
239453,482.5
192495,2787.0
186869,504.0
230758,913.0
215656,86.5
225051,246.9
187511,117.3
170879,644.75
236166,395.25
182362,127.4
245792,1077.75
187837,847.25
183743,639.0
245152,198.7
181149,383.5
227591,2276.0
199339,688.25
230403,174.4
172077,1344.5
229406,12660.0
152922,2377.0
198348,1263.75
225087,186.4
170785,306.65
246400,149.9
201484,1101.0
197117,7750.0
230485,982.5
243888,477.5
223709,990.5
171816,260.9
244328,113.1
177915,510.5
230453,2370.0
236209,340.4
225855,1276.0
243645,452.25
236292,247.4
230482,2766.0
218736,2407.0
204783,526.0
201401,991.75
24630,5831.0
233447,295.5
192201,608.25
226677,2645.0
210021,6815.0
230019,890.0
202482,494.75
200206,7265.0
208246,451.75
245542,58.7
209769,3451.0
230390,2466.0
240119,648.75
239479,638.75
207939,8105.0
243452,643.25
237324,631.5
240312,635.25
234225,412.75
238806,144.7
213717,1024.5
230697,253.5
243945,644.5
241804,1153.25
230827,897.0
222775,2444.0
179551,6102.0
245001,256.2
242166,381.4
189067,3303.0
236653,201.3
245633,340.85
190981,535.0
246609,209.9
238786,967.25
225151,4207.0
246237,422.75
203933,355.75
206297,236.2
230379,6615.0
208509,4856.0
199780,523.5
199601,7455.0
177553,4679.0
220075,1103.75
243203,99.2
231351,145.2
237277,239.55
176048,3297.0
244513,134.2
241051,417.75
178750,26780.0
240976,9170.0
234688,1123.25
191006,218.9
199750,1890.0
212260,2341.0
143076,28465.0
246309,793.75
142962,224.2
237108,635.5
215135,1722.0
236651,312.6
242134,121.3
230789,1224.0
201215,6735.0
243778,347.65
209887,190.5
241138,69.6
241872,620.25
152747,7960.0
234015,2839.0
53818,230.65
206115,3993.0
204316,567.75
200671,1496.0
162144,409.25
200527,586.25
229286,883.75
241613,147.4
233793,308.9
242385,251.3
216820,12505.0
207633,518.5
239776,429.5
224553,447.5
245421,127.1
244693,49.6
204638,10915.0
193698,21445.0
243774,147.4
233315,693.25
213317,2415.0
227932,2764.0
243449,253.6
214611,845.5
223726,977.75
234889,3367.0
221378,1507.75
177959,224.5
190160,235.9
236826,69.8
211741,1678.0
243465,70.3
245631,510.5
222204,2937.0
167512,768.25
231445,760.0
244851,318.3
222422,253.5
215160,3526.0
214641,287.8
215459,668.25
192337,759.0
178233,942.5
210108,529.0
206530,763.0
241568,526.5
217805,6325.0
223686,917.75
234679,1552.0
223427,645.5
243634,210.0
224507,1126.0
220685,5503.0
221281,404.55
232562,1861.0
208589,858.25
202107,3151.0
205535,737.5
244122,115.0
220636,1280.0
242424,409.3
220185,1000.5
224488,601.25
234298,580.75
239513,1135.75
229864,445.0
203535,8990.0
244324,72.4
176628,940.75
200855,866.0
204399,16615.0
231865,539.0
230168,13565.0
193602,1415.0
201153,27995.0
163757,734.5
202477,20370.0
224611,989.0
219709,2205.0
187225,490.75
203249,911.25
222025,248.45
206536,768.75
199170,6565.0
176368,319.4
226179,760.5
167931,1798.0
194725,336.0
246234,186.8
238407,373.75
243091,51.0
208614,642.25
223570,3050.0
232728,656.0
221582,1472.75
212300,5479.0
237539,1747.0
242321,177.0
242057,131.6
222352,7225.0
241025,1047.25
229896,3333.0
215067,2655.0
180593,1478.0
184471,798.75
190614,361.7
225145,2196.0
242209,815.25
222825,5736.0
243539,98.7
241471,148.7
242086,60.4
244318,439.5
182442,481.5
229893,180.6
216269,715.25
246430,491.0
223597,10425.0
237765,474.0
222430,558.5
215901,3468.0
190491,781.5
169317,2868.0
163492,1842.0
243795,246.9
246229,446.25
240101,147.8
205460,711.75
170660,153.3
234896,71.9
244286,161.2
227230,2537.0
182427,478.25
214988,3461.0
242862,159.1
235474,996.75
240900,9980.0
224164,324.85
203424,200.8
215321,1802.0
139296,1676.0
187035,310.85
214063,491.0
233382,398.45
213228,1094.25
181298,373.75
189780,477.25
224149,1062.0
238993,188.6
208894,839.5
236737,103.6
209567,450.75
53739,1488.0
198261,3078.0
221713,735.75
213718,1319.0
238196,1025.75
246593,182.1
199668,739.25
241252,729.25
228221,871.25
242268,615.75
183129,7135.0
236375,269.8
234195,1214.0
240584,145.1
214600,224.0
192431,853.75
178448,1372.5
228692,334.8
200223,3633.0
222901,110.8
243311,594.75
203159,1358.25
213837,300.3
239909,420.05
238461,622.75
146701,4430.0
199021,521.75
235867,732.25
211717,162.5
182206,327.05
219455,12880.0
219133,708.75
227236,7145.0
243804,171.2
239631,471.0
238734,555.75
238035,155.3
245571,52.9
244018,119.9
212167,162.2
230381,2293.0
244116,441.25
200754,4568.0
205588,1073.25
205388,922.25
244197,770.25
193886,14495.0
235205,266.0
207920,6520.0
229537,3663.0
198062,1504.0
207858,3170.0
232531,446.75
162198,1862.0
245464,65.1
212709,477.75
204259,11050.0
143121,4741.0
232003,118.1
178311,13055.0
230975,1076.25
242535,434.25
233568,599.5
212338,744.25
192371,2917.0
165458,44.1
206086,638.25
225810,171.6
241508,929.5
238794,24370.0
235151,419.7
190577,6407.0
221130,6630.0
183385,1830.0
164626,363.5
226523,1071.5
213922,548.0
223302,1156.0
178490,684.25
235126,1147.0
223359,1320.25
232310,4537.0
198164,26375.0
182209,2103.0
195065,2112.0
183893,3095.0
207897,657.25
194781,7445.0
236751,549.5
240955,131.7
245706,153.5
211831,767.75
214333,925.75
210029,768.0
222624,202.3
217696,432.25
221503,770.25
244417,224.9
225995,4226.0
189910,817.75
230401,1796.0
176585,193.1
223537,4222.0
189736,751.25
159175,1791.0
198474,2992.0
210935,12900.0
242064,105.1
209618,761.25
245380,1261.5
209637,872.25
214622,5834.0
222993,1612.0
29118,19.8
230268,890.0
235597,285.15
196948,473.25
119233,164.1
202491,4017.0
238557,836.5
235073,1057.0
230320,4089.0
186646,98.1
238989,672.0
232847,374.75
202106,3129.0
244675,1579.0
198196,3273.0
232637,55.2
230317,6117.0
207502,509.25
178287,3895.0
186551,1922.0
194359,4405.0
230464,2178.0
243865,571.0
213260,3268.0
235419,1371.0
242312,586.5
226456,24685.0
162895,21795.0
192165,2646.0
214005,844.75
232654,335.5
28157,10.7
209669,2766.0
183427,10920.0
245252,257.0
190569,1634.5
236192,452.5
246139,478.5
212807,1334.0
222779,1356.0
238580,724.0
233606,355.2
186148,9700.0
228209,1266.25
152961,129.5
239477,130.1
222830,1117.5
184176,1202.75
212408,5004.0
200676,568.75
244709,3056.0
237682,209.5
234930,7105.0
238378,177.3
185316,663.75
207622,706.75
225356,8205.0
236621,1371.0
167437,334.4
241486,7415.0
219409,4062.0
188070,1827.0
244231,775.25
246284,223.7
235706,3643.0
172937,5097.0
228834,336.7
246113,402.45
194063,893.25
242569,444.75
239493,756.75
188996,1014.0
182122,753.25
202786,384.4
219436,532.5
211124,7330.0
159520,151.6
200316,21495.0
155946,7805.0
245467,69.0
240952,87.3
205999,763.0
246466,99.4
239858,171.5
237385,634.25
228197,727.75
239332,252.65
242458,518.75
183643,403.75
201438,2557.0
208247,1038.0
188305,1478.0
148634,56.8
224814,635.5
223819,694.75
101317,47.1
230447,725.75
242926,121.8
239196,97.8
243659,225.65
241102,292.8
211234,1256.0
220093,7405.0
244175,358.25
185239,15960.0
202771,904.5
221595,159.1
184229,480.75
241070,4147.0
239301,3547.0
11381,117.3
212223,3788.0
200955,421.25
226550,235.7
224013,1205.0
224418,438.75
186586,292.85
231997,214.1
241959,116.9
209990,2545.0
240633,438.0
183499,373.45
218066,7655.0
233225,863.75
208885,643.0
227146,306.3
230930,165.1
220019,168.5
244219,277.3
242028,658.75
183975,5946.0
231520,174.2
225368,898.0
228510,152.8
186950,741.0
246450,183.8
169386,2623.0
232665,8910.0
171318,1039.5
244781,127.6
202858,6197.0
177981,3260.0
239641,10890.0
189035,510.5
236923,177.9
208691,676.25
230193,353.0
225999,316.1
222338,505.25
213620,7265.0
198489,2483.0
182802,269.9
245451,114.1
173178,467.0
170039,2523.0
243142,338.1
238620,152.9
201111,198.4
225955,536.25
207887,3216.0
208386,356.3
211513,4352.0
232752,223.8
245030,453.5
225711,15485.0
212478,4597.0
242608,380.6
214746,517.25
204445,702.25
186905,7770.0
183145,1761.0
243172,522.75
244395,338.7
202970,544.0
233520,751.5
190982,951.0
201303,5849.0
238344,608.5
182495,6930.0
213969,538.0
234911,51.7
205582,866.75
183640,1379.0
232285,203.4
241607,1240.0
245874,148.9
220669,411.4
242431,328.3
177159,7805.0
243808,317.65
222988,1708.0
227796,15860.0
240097,990.5
230341,1059.25
204922,800.25
211037,881.25
228889,298.75
156975,2425.0
204920,1640.0
232462,588.0
238651,172.1
5479,1702.0
210182,853.0
211537,572.25
228942,3223.0
237187,378.6
242000,1732.0
245268,191.2
241956,98.4
181917,576.5
173444,878.0
167669,4954.0
239452,608.0
176345,1428.5
244821,351.75
204132,1108.75
246194,55.2
199245,457.25
163049,434.5
226775,654.0
243554,269.85
211691,678.5
205972,495.25
207950,162.7
245691,299.25
211556,3406.0
226584,4299.0
214146,1669.0
229023,1150.0
246617,647.75
226544,305.9
244695,604.25
232541,246.5
246253,233.8
236374,289.35
189271,13830.0
221580,429.25
237368,860.0
200718,383.95
185118,52.7
204449,629.0
235700,520.75
236379,248.6
210653,2099.0
201325,7520.0
230457,6175.0
215540,571.75
205686,4116.0
194122,2204.0
239331,1426.0
176580,64340.0
232673,126.4
207428,1085.25
170448,416.25
236677,173.5
243981,255.55
213959,505.5
243088,98.0
152621,288.25
191108,787.75
220882,215.7
237201,89.4
245351,624.5
228381,161.1
229269,176.3
216201,25945.0
216266,10990.0
188337,7565.0
223596,1288.0
212622,36645.0
206077,121.1
208999,428.0
235288,495.5
245437,734.5
115909,3160.0
224093,318.9
200253,346.4
219536,8530.0
181483,1750.0
215147,2074.0
238363,308.45
238072,2560.0
231498,540.0
223981,1143.5
192560,4424.0
244274,1231.25
202810,843.25
203256,707.25
159065,9760.0
223407,257.95
203793,3040.0
244442,92.9
243711,59.9
220912,490.25
232768,448.75
220856,215.95
212991,187.1
198560,309.15
240248,442.5
156903,167.7
238576,453.75
192387,48270.0
243664,202.6
211221,884.5
45083,845.75
238831,587.25
237283,1345.0
224003,1874.0
188821,472.75
183823,238.75
235554,3716.0
244117,624.75
244367,292.1
177782,521.0
222535,786.25
242875,310.9
142998,54.5
236348,472.25
243903,6955.0
196983,280.35
243868,330.45
193747,51745.0
241993,507.5
146760,6167.0
244283,376.8
211953,518.75
244866,50.6
191157,550.75
200458,15900.0
199262,895.25
207746,3627.0
216799,782.5
225798,719.5
191556,788.25
189117,16295.0
169051,6790.0
208323,853.75
193532,13525.0
203328,483.5
228312,4960.0
243964,173.6
234611,139.9
215810,1315.0
239458,354.75
210303,2949.0
242068,99.8
182003,221.0
234568,12470.0
230258,16715.0
110376,7765.0
243602,343.25
189354,16750.0
216437,9670.0
222715,10100.0
212045,346.55
243246,126.5
244090,157.1
202864,628.25
234991,646.5
243240,153.7
192126,865.0
231821,699.25
53050,7205.0
226377,10260.0
228646,634.25
241100,198.5
199633,6775.0
161754,7820.0
139443,128.6
200925,557.75
226803,3842.0
199482,26780.0
190531,7620.0
205295,7865.0
202866,671.75
192838,3265.0
200429,5523.0
183924,613.75
118646,544.0
222514,921.25
214065,564.25
209658,29430.0
213991,15165.0
187857,366.6
210401,1380.0
238780,666.0
208974,845.0
227754,374.4
198194,2373.0
241183,310.55
243386,123.5
211105,338.8
188381,486.5
244879,420.0
173734,342.85
207523,1380.0
239943,457.25
243863,1465.0
178393,5861.0
240196,883.0
210713,667.5
216620,418.05
233269,175.2
209846,6430.0
209440,3189.0
234763,1703.0
184283,443.0
204120,12470.0
190276,3341.0
201508,10835.0
243619,526.5
184753,419.75
155533,1685.0
244754,330.25
165109,10020.0
222331,7425.0
201877,3876.0
235072,133.0
244897,170.6
246037,217.2
244515,189.9
231858,184.2
220654,710.25
223396,280.55
203450,419.25
199487,6895.0
245475,122.9
235960,424.5
235521,1151.25
240081,1006.0
178312,276.3
240208,138.7
204277,10990.0
244751,626.25
181849,161.0
190971,3608.0
242228,680.0
246085,58.2
214661,1064.0
237739,562.0
243583,156.9
206485,760.25
243363,229.2
200900,353.95
213011,459.0
242071,929.5
223873,606.25
245487,554.25
245000,298.8
233911,970.0
210016,6018.0
240465,708.75
235537,527.5
188336,1605.0
225199,9310.0
215215,2565.0
234472,420.0
239306,632.75
177673,2037.0
243934,31.3
213449,800.75
242484,568.25
210538,6155.0
240916,1241.5
215592,659.0
220938,4138.0
177604,8005.0
152690,40.0
211720,541.0
220126,1139.75
229530,291.05
232476,95.4
139597,870.5
223452,1143.5
211785,735.25
202539,5628.0
138390,192.1
188540,3393.0
245471,96.9
244174,198.7
224250,867.0
243909,335.1
244119,118.3
192274,6745.0
246454,116.5
214222,60.5
179855,389.0
232549,366.25
232778,172.6
201986,497.0
222628,210.8
239606,376.7
240391,97.4
221174,4360.0
244214,175.2
240968,173.4
205447,811.75
215993,684.25
121980,83.0
142707,4986.0
200641,10960.0
245524,140.0
190871,65940.0
165243,631.75
193091,5995.0
199747,345.9
203287,735.75
232370,120.2
219492,547.75
173859,973.25
241208,83.8
241160,400.75
158088,445.5
228134,244.7
203668,6409.0
214054,934.25
220090,1831.0
157528,1474.0
240026,528.75
189975,3632.0
183480,918.0
200818,2635.0
215927,4382.0
230431,9490.0
242715,86.9
246114,209.4
210463,7715.0
228783,386.05
204385,8155.0
244573,443.5
228304,246.6
223369,697.5
224263,3957.0
226405,743.5
219466,1662.0
158293,449.75
241765,324.6
205393,749.75
242169,133.3
243014,745.75
183827,294.5
242863,78.4
244089,115.4
187782,540.75
163396,1140.25
243316,506.0
241144,70.9
203742,158.0
242764,353.25
241832,84.8
186115,6000.0
176540,36.6
220819,361.95
184300,443.75
231243,118.1
230994,974.0
145889,2282.0
245452,108.5
183781,3433.0
153062,1371.5
222185,127.6
222350,561.75
189485,4220.0
199594,1778.0
201519,16570.0
243702,208.3
152883,1375.0
52306,2192.0
216396,527.5
236196,674.0
224589,578.75
246305,184.3
188386,731.25
190460,54635.0
197376,1046.75
184501,7855.0
184288,600.0
221772,577.0
230435,3130.0
234228,128.3
244529,488.75
228666,6146.0
211362,351.1
232901,584.0
238956,502.75
225589,569.0
199393,6609.0
237086,3267.0
237414,61.9
237420,894.75
209329,5684.0
170815,14275.0
225539,4434.0
165316,260.2
205391,7960.0
200914,1401.0
178007,2469.0
137460,1795.0
242933,302.6
233085,157.3
233030,145.6
182461,19.2
244228,960.5
192119,59425.0
239424,115.7
234994,1004.75
237647,1072.25
217606,1175.75
225456,4184.0
215969,756.75
234942,272.55
245583,703.0
245392,172.0
199762,884.0
241117,961.75
239565,406.5
193658,208.6
228073,397.75
242327,1058.0
240363,131.0
242591,48.2
200195,120.2
225880,2540.0
208638,723.25
240703,95.5
233164,452.5
158625,5248.0
242599,191.1
238043,324.65
245785,357.3
238978,424.5
233961,310.3
214559,241.2
211409,1042.25
200107,1414.0
242253,500.75
229261,12435.0
177804,780.25
243242,180.6
211489,3765.0
227815,362.45
204438,339.2
143107,201.4
192365,608.25
244118,543.5
203850,954.25
244238,1035.25
193358,543.5
229327,1273.0
217994,272.6
232926,1411.75
202994,863.25
210802,431.75
241502,195.1
229536,320.9
177571,1467.0
203544,3328.0
236564,122.9
219605,871.75
222173,278.95
224425,11045.0
190602,802.25
188377,26355.0
238857,2307.0
192158,214.4
237040,1129.75
236548,4561.0
229657,572.0
237683,641.75
207613,668.75
240346,103.5
225361,617.0
169461,553.25
233880,723.25
204946,838.25
224789,588.25
242077,418.5
220140,712.75
231591,1211.0
244816,145.8
230531,1863.0
207616,3571.0
230263,2675.0
226000,636.5
197813,7790.0
233451,139.1
239548,187.7
223826,1206.0
188791,589.0
202220,1031.0
136504,47.8
49369,5744.0
204125,4336.0
138153,213.75
158375,1678.0
183820,9810.0
213151,147.0
244939,98.5
242079,2335.0
219746,520.0
240884,72.2
203570,1185.25
231464,291.25
214862,1537.75
208723,602.0
225450,533.0
242196,228.1
222051,369.7
202814,1247.0
216145,7710.0
193260,546.0
230526,766.5
195396,430.75
240658,1216.25
186422,790.25
183898,27660.0
240898,10040.0
205215,816.25
225680,2507.0
186567,3568.0
238964,376.75
207904,519.0
172290,7195.0
245816,155.1
232380,655.25
242923,187.8
182046,198.4
177772,429.95
221587,4802.0
214896,212.45
211845,670.0
223695,2711.0
245060,212.2
219780,878.5
222485,246.45
234324,128.3
137166,265.9
242401,350.9
244989,494.75
183573,685.0
239981,2424.0
176270,1003.0
183454,713.75
198330,483.0
232252,628.5
242655,212.8
239181,564.25
228098,258.65
183346,4544.0
185394,2412.0
177578,3934.0
243811,99.4
179884,4945.0
211361,7655.0
221664,897.75
171994,440.5
208602,906.0
207754,900.25
241963,266.9
244006,2248.0
229556,4886.0
208250,6314.0
238545,153.2
200369,499.5
111503,247.6
226541,862.0
201026,957.5
231556,371.0
181459,1651.0
229742,994.0
229643,257.9
208014,759.5
235514,640.0
190995,786.75
213433,3348.0
239818,15275.0
216746,356.8
193247,3854.0
208477,420.25
240665,347.35
244377,951.75
229127,596.5
228517,498.0
197242,11165.0
234297,179.4
227127,11165.0
239907,3309.0
188414,7419.0
222104,930.0
243646,177.1
245223,53.3
198129,7330.0
238005,724.25
199987,21475.0
189713,1454.0
199284,684.5
178310,666.25
202243,537.0
201163,1003.75
54050,9350.0
53302,7695.0
244201,71.0
198103,637.0
232879,407.0
243685,60.4
167936,1487.5
202263,559.75
238684,283.45
233679,201.5
8205,1042.75
174670,743.5
231298,104.0
208505,2242.0
20699,169.0
229522,3115.0
233088,500.5
242315,110.1
184599,131.0
245338,296.15
212960,191.3
245009,356.05
177790,1284.25
178713,778.5
244947,363.6
203363,1003.25
235481,180.2
205351,7375.0
229380,529.75
226127,928.25
230646,280.9
187517,7280.0
227921,1854.0
220123,700.25
242392,896.0
218214,765.5
226650,338.4
216245,851.25
206518,4451.0
227920,913.0
197424,232.8
159578,445.0
194946,627.25
243700,472.25
226390,163.9
209610,4893.0
241032,1137.5
158902,1279.75
222355,1495.0
243631,333.75
228777,3683.0
210883,691.5
230413,884.25
199683,2044.0
